Word		Guess		Accuracy
another		Eng		CORRECT
va		Span		INCORRECT
?		Other Other
you		Eng		CORRECT
know		Eng		CORRECT
the		Eng		CORRECT
<UNK>		Eng Other
what		Eng		CORRECT
a		Span		INCORRECT
year		Eng		CORRECT
ago		Eng		CORRECT
"		Other Other
two		Eng		CORRECT
years		Eng		CORRECT
ago		Eng		CORRECT
?		Other Other
Oh		Eng		CORRECT
yeah		Eng		CORRECT
"		Other Other
yeah		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
one		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
<UNK>		Eng Other
the		Eng		CORRECT
personality		Eng		CORRECT
test		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
one		Eng		CORRECT
that		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
one		Eng		CORRECT
that		Eng		CORRECT
they		Eng		CORRECT
ask		Eng		CORRECT
questions		Eng		CORRECT
at		Eng		CORRECT
they		Eng		CORRECT
are		Eng		CORRECT
like		Eng		CORRECT
.		Other Other
Oh		Eng		CORRECT
gosh		Eng		CORRECT
.		Other Other
Save		Eng		CORRECT
the		Eng		CORRECT
green		Span		INCORRECT
people		Eng		CORRECT
and		Eng		CORRECT
the		Eng		CORRECT
gold		Eng		CORRECT
people		Eng		CORRECT
.		Other Other
Yeah		Eng		CORRECT
.		Other Other
<UNK>		Eng Other
green		Span		INCORRECT
"		Other Other
I		Eng		CORRECT
always		Eng		CORRECT
know		Eng		CORRECT
I		Eng		CORRECT
am		Eng		CORRECT
the		Eng		CORRECT
<UNK>		Eng Other
guy		Span		INCORRECT
.		Other Other
Yeah		Eng		CORRECT
"		Other Other
that		Eng		CORRECT
is		Eng		CORRECT
.		Other Other
He		Eng		CORRECT
wants		Span		INCORRECT
to		Eng		CORRECT
know		Eng		CORRECT
exactly		Eng		CORRECT
what		Eng		CORRECT
is		Eng		CORRECT
<UNK>		Eng Other
.		Other Other
Two		Eng		CORRECT
hours		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
am		Eng		CORRECT
gonna		Eng		CORRECT
be		Eng		CORRECT
away		Span		INCORRECT
two		Eng		CORRECT
hours		Eng		CORRECT
.		Other Other
Just		Eng		CORRECT
you		Eng		CORRECT
?		Other Other
No		Span		INCORRECT
"		Other Other
everybody		Eng		CORRECT
.		Other Other
On		Eng		CORRECT
the		Eng		CORRECT
"		Other Other
on		Eng		CORRECT
our		Eng		CORRECT
group		Eng		CORRECT
only		Eng		CORRECT
.		Other Other
Only		Eng		CORRECT
the		Eng		CORRECT
tech		Eng		CORRECT
groups		Eng		CORRECT
.		Other Other
Which		Eng		CORRECT
makes		Eng		CORRECT
no		Span		INCORRECT
sense		Eng		CORRECT
"		Other Other
and		Eng		CORRECT
like		Eng		CORRECT
"		Other Other
so		Eng		CORRECT
that		Eng		CORRECT
is		Eng		CORRECT
personality		Eng		CORRECT
"		Other Other
personality		Eng		CORRECT
test		Eng		CORRECT
for		Eng		CORRECT
the		Eng		CORRECT
take		Eng		CORRECT
test		Eng		CORRECT
<UNK>		Eng Other
I		Eng		CORRECT
wonder		Eng		CORRECT
what		Eng		CORRECT
they		Eng		CORRECT
are		Eng		CORRECT
gonna		Eng		CORRECT
be		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
text		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
text		Eng		CORRECT
.		Other Other
Yeah		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
ques-		Eng		CORRECT
"		Other Other
if		Eng		CORRECT
the		Eng		CORRECT
same		Eng		CORRECT
"		Other Other
if		Eng		CORRECT
the		Eng		CORRECT
questions		Eng		CORRECT
are		Eng		CORRECT
gonna		Eng		CORRECT
be		Eng		CORRECT
the		Eng		CORRECT
same		Eng		CORRECT
.		Other Other
They		Eng		CORRECT
are		Eng		CORRECT
not		Eng		CORRECT
gonna		Eng		CORRECT
be		Eng		CORRECT
the		Eng		CORRECT
same		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
results		Eng		CORRECT
are		Eng		CORRECT
gonna		Eng		CORRECT
be		Eng		CORRECT
the		Eng		CORRECT
same		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
am		Eng		CORRECT
thinking		Eng		CORRECT
.		Other Other
Ahem		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
only		Eng		CORRECT
difference		Eng		CORRECT
is		Eng		CORRECT
gonna		Eng		CORRECT
find		Eng		CORRECT
out		Eng		CORRECT
who		Span		INCORRECT
is		Eng		CORRECT
more		Eng		CORRECT
technical		Eng		CORRECT
than		Eng		CORRECT
the		Eng		CORRECT
other		Eng		CORRECT
one		Eng		CORRECT
<UNK>		Eng Other
.		Other Other
Finally		Eng		CORRECT
got		Eng		CORRECT
those		Eng		CORRECT
two		Eng		CORRECT
students		Eng		CORRECT
paid		Eng		CORRECT
.		Other Other
Uh		Eng		CORRECT
"		Other Other
Byron		Eng		CORRECT
s		Span		INCORRECT
students		Eng		CORRECT
"		Other Other
uh		Eng		CORRECT
"		Other Other
Parsa		Span		INCORRECT
and		Eng		CORRECT
Badal		Span		INCORRECT
.		Other Other
Finally		Eng		CORRECT
"		Other Other
they		Eng		CORRECT
are		Eng		CORRECT
gonna		Eng		CORRECT
cut		Eng		CORRECT
a		Span		INCORRECT
check		Eng		CORRECT
either		Eng		CORRECT
today		Eng		CORRECT
or		Eng		CORRECT
tomorrow		Eng		CORRECT
.		Other Other
Es		Span		CORRECT
que		Span		CORRECT
they		Eng		CORRECT
are		Eng		CORRECT
"		Other Other
they		Eng		CORRECT
are		Eng		CORRECT
here		Eng		CORRECT
from		Eng		CORRECT
India		NAMED ENTITY - <LOCATION>
just		Eng		CORRECT
for		Eng		CORRECT
twenty		Eng		CORRECT
days		Eng		CORRECT
or		Eng		CORRECT
twenty-two		Eng		CORRECT
days		Eng		CORRECT
.		Other Other
Why		Eng		CORRECT
?		Other Other
Like		Eng		CORRECT
"		Other Other
uh		Eng		CORRECT
.		Other Other
Well		Eng		CORRECT
they		Eng		CORRECT
were		Eng		CORRECT
students		Eng		CORRECT
"		Other Other
but		Eng		CORRECT
he		Eng		CORRECT
uh		Eng		CORRECT
"		Other Other
since		Eng		CORRECT
he		Eng		CORRECT
could		Eng		CORRECT
not		Eng		CORRECT
appoint		Eng		CORRECT
them		Eng		CORRECT
like		Eng		CORRECT
students		Eng		CORRECT
"		Other Other
he		Eng		CORRECT
had		Eng		CORRECT
to		Eng		CORRECT
do		Eng		CORRECT
APS		Eng		CORRECT
<UNK>		Eng Other
.		Other Other
Uh		Eng		CORRECT
"		Other Other
they		Eng		CORRECT
are		Eng		CORRECT
helping		Eng		CORRECT
him		Eng		CORRECT
with		Eng		CORRECT
research		Eng		CORRECT
"		Other Other
with		Eng		CORRECT
the		Eng		CORRECT
research		Eng		CORRECT
.		Other Other
But		Eng		CORRECT
just		Eng		CORRECT
for		Eng		CORRECT
twenty		Eng		CORRECT
days		Eng		CORRECT
?		Other Other
Twenty		Eng		CORRECT
days		Eng		CORRECT
"		Other Other
yeah		Eng		CORRECT
.		Other Other
Yeah		Eng		CORRECT
"		Other Other
but		Eng		CORRECT
those		Eng		CORRECT
guys		Eng		CORRECT
are		Eng		CORRECT
there		Eng		CORRECT
everyday		Eng		CORRECT
.		Other Other
Yeah		Eng		CORRECT
.		Other Other
Aww		Eng		CORRECT
.		Other Other
And		Eng		CORRECT
ummm		Eng		CORRECT
.		Other Other
And		Eng		CORRECT
then		Eng		CORRECT
they		Eng		CORRECT
are		Eng		CORRECT
"		Other Other
they		Eng		CORRECT
are		Eng		CORRECT
kind		Eng		CORRECT
of		Eng		CORRECT
watching		Eng		CORRECT
<UNK>		Eng Other
what		Eng		CORRECT
we		Eng		CORRECT
are		Eng		CORRECT
doing		Eng		CORRECT
with		Eng		CORRECT
these		Eng		CORRECT
two		Eng		CORRECT
.		Other Other
They		Eng		CORRECT
want		Eng		CORRECT
to		Eng		CORRECT
do		Eng		CORRECT
the		Eng		CORRECT
same		Eng		CORRECT
thing		Eng		CORRECT
over		Eng		CORRECT
there		Eng		CORRECT
.		Other Other
They		Eng		CORRECT
want		Eng		CORRECT
to		Eng		CORRECT
bring		Eng		CORRECT
some		Eng		CORRECT
student		Eng		CORRECT
"		Other Other
and		Eng		CORRECT
they		Eng		CORRECT
wanna		Eng		CORRECT
see		Eng		CORRECT
<UNK>		Eng Other
how		Eng		CORRECT
much		Eng		CORRECT
it		Eng		CORRECT
costs		Eng		CORRECT
to		Eng		CORRECT
bring		Eng		CORRECT
?		Other Other
Dijo		Span		CORRECT
"		Other Other
well		Eng		CORRECT
"		Other Other
how		Eng		CORRECT
much		Eng		CORRECT
did		Eng		CORRECT
you		Eng		CORRECT
have		Eng		CORRECT
to		Eng		CORRECT
pay		Eng		CORRECT
for		Eng		CORRECT
the		Eng		CORRECT
two		Eng		CORRECT
students		Eng		CORRECT
?		Other Other
Le		Span		CORRECT
dijo		Span		CORRECT
"		Other Other
one		Eng		CORRECT
of		Eng		CORRECT
them		Eng		CORRECT
was		Eng		CORRECT
four		Eng		CORRECT
thousand		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
other		Eng		CORRECT
was		Eng		CORRECT
thirty-eight		Eng		CORRECT
hundred		Eng		CORRECT
.		Other Other
For		Eng		CORRECT
tw-		Eng		CORRECT
twenty		Eng		CORRECT
days		Eng		CORRECT
?		Other Other
Yeah		Eng		CORRECT
"		Other Other
but		Eng		CORRECT
that		Eng		CORRECT
includes		Eng		CORRECT
the		Eng		CORRECT
air		Eng		CORRECT
.		Other Other
The		Eng		CORRECT
air		Eng		CORRECT
and		Eng		CORRECT
their		Eng		CORRECT
living		Eng		CORRECT
expenses		Eng		CORRECT
.		Other Other
Hello		Span		INCORRECT
.		Other Other
Ooh		Span		INCORRECT
"		Other Other
where		Eng		CORRECT
were		Eng		CORRECT
they		Eng		CORRECT
staying		Eng		CORRECT
at		Eng		CORRECT
?		Other Other
Uh		Eng		CORRECT
"		Other Other
in		Eng		CORRECT
an		Eng		CORRECT
apartment		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
think		Eng		CORRECT
.		Other Other
In		Eng		CORRECT
a		Span		INCORRECT
Sheridan		Span		INCORRECT
apartment		Eng		CORRECT
.		Other Other
Wow		Eng		CORRECT
.		Other Other
It		Eng		CORRECT
is		Eng		CORRECT
just		Eng		CORRECT
a		Span		INCORRECT
thirty		Eng		CORRECT
day		Eng		CORRECT
apartment		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
ponle		Span		CORRECT
que		Span		CORRECT
hagan		Span		CORRECT
?		Other Other
I		Eng		CORRECT
mean		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
cheapest		Eng		CORRECT
must		Eng		CORRECT
be		Eng		CORRECT
six		Span		INCORRECT
"		Other Other
seven		Eng		CORRECT
hundred		Eng		CORRECT
dollars		Eng		CORRECT
"		Other Other
no		Span		INCORRECT
?		Other Other
Nah		Eng		CORRECT
?		Other Other
There		Eng		CORRECT
is		Eng		CORRECT
one		Eng		CORRECT
near		Eng		CORRECT
by		Eng		CORRECT
University		Eng		CORRECT
the		Eng		CORRECT
"		Other Other
whatever		Eng		CORRECT
it		Eng		CORRECT
is		Eng		CORRECT
called		Eng		CORRECT
.		Other Other
Is		Eng		CORRECT
that		Eng		CORRECT
where		Eng		CORRECT
the		Eng		CORRECT
hotel		Span		INCORRECT
is		Eng		CORRECT
gonna		Eng		CORRECT
come		Eng		CORRECT
handy		Eng		CORRECT
?		Other Other
The		Eng		CORRECT
Holiday		Eng		CORRECT
Inn		Span		INCORRECT
?		Other Other
Possibly		Eng		CORRECT
"		Other Other
but		Eng		CORRECT
that		Eng		CORRECT
would		Eng		CORRECT
be		Eng		CORRECT
expensive		Eng		CORRECT
"		Other Other
that		Eng		CORRECT
would		Eng		CORRECT
still		Eng		CORRECT
be		Eng		CORRECT
more		Eng		CORRECT
expensive		Eng		CORRECT
than		Eng		CORRECT
an		Eng		CORRECT
apartment		Eng		CORRECT
.		Other Other
that		Eng		CORRECT
would		Eng		CORRECT
not		Eng		CORRECT
be		Eng		CORRECT
for		Eng		CORRECT
people		Eng		CORRECT
like		Eng		CORRECT
them		Eng		CORRECT
.		Other Other
Hmm-hmm		Span		INCORRECT
"		Other Other
no		Span		INCORRECT
.		Other Other
Oh		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
four		Eng		CORRECT
thousand		Eng		CORRECT
is		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
imagine		Eng		CORRECT
the		Eng		CORRECT
air		Eng		CORRECT
fare		Eng		CORRECT
must		Eng		CORRECT
have		Eng		CORRECT
been		Eng		CORRECT
up		Eng		CORRECT
there		Eng		CORRECT
in		Eng		CORRECT
a		Span		INCORRECT
thousand		Eng		CORRECT
at		Eng		CORRECT
least		Eng		CORRECT
.		Other Other
Oh		Eng		CORRECT
yeah		Eng		CORRECT
"		Other Other
umm		Eng		CORRECT
.		Other Other
Three		Eng		CORRECT
hundred		Eng		CORRECT
plus		Eng		CORRECT
their		Eng		CORRECT
apartment		Eng		CORRECT
"		Other Other
fifteen		Eng		CORRECT
hundred		Eng		CORRECT
.		Other Other
there		Eng		CORRECT
is		Eng		CORRECT
another		Eng		CORRECT
two		Eng		CORRECT
.		Other Other
Plus		Eng		CORRECT
food		Eng		CORRECT
.		Other Other
India		NAMED ENTITY - <LOCATION>
.		Other Other
Thousand		Eng		CORRECT
"		Other Other
food		Eng		CORRECT
?		Other Other
And		Eng		CORRECT
so		Eng		CORRECT
"		Other Other
for		Eng		CORRECT
their		Eng		CORRECT
services		Eng		CORRECT
that		Eng		CORRECT
they		Eng		CORRECT
provided		Eng		CORRECT
.		Other Other
What		Eng		CORRECT
kind		Eng		CORRECT
of		Eng		CORRECT
<UNK>		Eng Other
?		Other Other
<UNK>		Eng Other
Six		Span		INCORRECT
hundred		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
do		Eng		CORRECT
not		Eng		CORRECT
know		Eng		CORRECT
.		Other Other
Heard		Eng		CORRECT
they		Eng		CORRECT
were		Eng		CORRECT
doing		Eng		CORRECT
research		Eng		CORRECT
.		Other Other
Research		Eng		CORRECT
.		Other Other
Audio		Eng		CORRECT
.		Other Other
It		Eng		CORRECT
is		Eng		CORRECT
probably		Eng		CORRECT
related		Eng		CORRECT
to		Eng		CORRECT
this		Eng		CORRECT
.		Other Other
Yeah		Eng		CORRECT
.		Other Other
Yeah		Eng		CORRECT
.		Other Other
It		Eng		CORRECT
is		Eng		CORRECT
probably		Eng		CORRECT
related		Eng		CORRECT
to		Eng		CORRECT
that		Eng		CORRECT
.		Other Other
Probably		Eng		CORRECT
.		Other Other
Mmm-hmm		Span		INCORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
umm		Eng		CORRECT
"		Other Other
you		Eng		CORRECT
know		Eng		CORRECT
"		Other Other
it		Eng		CORRECT
took		Eng		CORRECT
me		Span		INCORRECT
forever		Eng		CORRECT
to		Eng		CORRECT
get		Eng		CORRECT
their		Eng		CORRECT
check		Eng		CORRECT
.		Other Other
They		Eng		CORRECT
lost		Eng		CORRECT
"		Other Other
you		Eng		CORRECT
know		Eng		CORRECT
the		Eng		CORRECT
one		Eng		CORRECT
that		Eng		CORRECT
they		Eng		CORRECT
said		Eng		CORRECT
that		Eng		CORRECT
they		Eng		CORRECT
had		Eng		CORRECT
mailed		Eng		CORRECT
you		Eng		CORRECT
?		Other Other
Si		Span		CORRECT
?		Other Other
They		Eng		CORRECT
are		Eng		CORRECT
still		Eng		CORRECT
looking		Eng		CORRECT
for		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
Bah		Span		INCORRECT
"		Other Other
a		Span		CORRECT
mí		Span		CORRECT
nunca		Span		CORRECT
me		Span		CORRECT
llegó		Span		CORRECT
!		Other Other
Umm		Eng		INCORRECT
"		Other Other
and		Eng		CORRECT
so		Eng		CORRECT
then		Eng		CORRECT
we		Eng		CORRECT
sent		Span		INCORRECT
another		Eng		CORRECT
one		Eng		CORRECT
.		Other Other
And		Eng		CORRECT
"		Other Other
well		Eng		CORRECT
they		Eng		CORRECT
lost		Eng		CORRECT
that		Eng		CORRECT
one		Eng		CORRECT
too		Eng		CORRECT
.		Other Other
That		Eng		CORRECT
one		Eng		CORRECT
was		Eng		CORRECT
hand		Eng		CORRECT
carried		Eng		CORRECT
"		Other Other
and		Eng		CORRECT
they		Eng		CORRECT
said		Eng		CORRECT
they		Eng		CORRECT
went		Eng		CORRECT
to		Eng		CORRECT
the		Eng		CORRECT
provost		Eng		CORRECT
office		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
called		Eng		CORRECT
the		Eng		CORRECT
provost		Eng		CORRECT
office		Eng		CORRECT
"		Other Other
we		Eng		CORRECT
do		Eng		CORRECT
not		Eng		CORRECT
have		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
called		Eng		CORRECT
Ericka		NAMED ENTITY - <PERSON>
"		Other Other
and		Eng		CORRECT
where		Eng		CORRECT
did		Eng		CORRECT
you		Eng		CORRECT
send		Eng		CORRECT
it		Eng		CORRECT
?		Other Other
because		Eng		CORRECT
she		Eng		CORRECT
told		Eng		CORRECT
me		Span		INCORRECT
she		Eng		CORRECT
went		Eng		CORRECT
she		Eng		CORRECT
sent		Span		INCORRECT
it		Eng		CORRECT
to		Eng		CORRECT
provost		Eng		CORRECT
.		Other Other
Oh		Eng		CORRECT
"		Other Other
no		Span		INCORRECT
they		Eng		CORRECT
said		Eng		CORRECT
"		Other Other
we		Eng		CORRECT
sent		Span		INCORRECT
it		Eng		CORRECT
to		Eng		CORRECT
ORSP		Eng		CORRECT
<UNK>		Eng Other
.		Other Other
And		Eng		CORRECT
ORSP		Eng		CORRECT
had		Eng		CORRECT
just		Eng		CORRECT
told		Eng		CORRECT
me		Span		INCORRECT
they		Eng		CORRECT
did		Eng		CORRECT
not		Eng		CORRECT
have		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
called		Eng		CORRECT
back		Eng		CORRECT
"		Other Other
he		Eng		CORRECT
said		Eng		CORRECT
oh		Eng		CORRECT
"		Other Other
yeah		Eng		CORRECT
I		Eng		CORRECT
got		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
Le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
well		Eng		CORRECT
"		Other Other
where		Eng		CORRECT
is		Eng		CORRECT
it		Eng		CORRECT
?		Other Other
It		Eng		CORRECT
is		Eng		CORRECT
upstairs		Eng		CORRECT
"		Other Other
le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
I		Eng		CORRECT
am		Eng		CORRECT
sorry		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
do		Eng		CORRECT
not		Eng		CORRECT
know		Eng		CORRECT
where		Eng		CORRECT
upstairs		Eng		CORRECT
is		Eng		CORRECT
.		Other Other
What		Eng		CORRECT
do		Eng		CORRECT
you		Eng		CORRECT
mean		Eng		CORRECT
it		Eng		CORRECT
is		Eng		CORRECT
upstairs		Eng		CORRECT
?		Other Other
Where		Eng		CORRECT
is		Eng		CORRECT
upstairs		Eng		CORRECT
?		Other Other
Dice		Span		CORRECT
"		Other Other
well		Eng		CORRECT
it		Eng		CORRECT
is		Eng		CORRECT
"		Other Other
uh		Eng		CORRECT
"		Other Other
in		Eng		CORRECT
the		Eng		CORRECT
reception		Eng		CORRECT
area		Eng		CORRECT
.		Other Other
ORSP		Eng		CORRECT
le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
and		Eng		CORRECT
where		Eng		CORRECT
is		Eng		CORRECT
it		Eng		CORRECT
going		Eng		CORRECT
next		Eng		CORRECT
?		Other Other
Digo		Span		CORRECT
"		Other Other
to		Eng		CORRECT
the		Eng		CORRECT
provost		Eng		CORRECT
office		Eng		CORRECT
.		Other Other
Le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
well		Eng		CORRECT
"		Other Other
le		Span		CORRECT
dije		Span		CORRECT
I		Eng		CORRECT
put		Eng		CORRECT
a		Span		INCORRECT
big		Eng		CORRECT
note		Eng		CORRECT
that		Eng		CORRECT
said		Eng		CORRECT
rush		Eng		CORRECT
.		Other Other
Le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
for		Eng		CORRECT
that		Eng		CORRECT
reason		Eng		CORRECT
"		Other Other
dije		Span		CORRECT
"		Other Other
I		Eng		CORRECT
do		Eng		CORRECT
not		Eng		CORRECT
want		Eng		CORRECT
it		Eng		CORRECT
sitting		Eng		CORRECT
in		Eng		CORRECT
the		Eng		CORRECT
reception		Eng		CORRECT
area		Eng		CORRECT
"		Other Other
it		Eng		CORRECT
must		Eng		CORRECT
be		Eng		CORRECT
hand		Eng		CORRECT
carried		Eng		CORRECT
into		Eng		CORRECT
the		Eng		CORRECT
provost		Eng		CORRECT
now		Eng		CORRECT
.		Other Other
Mmm-hmm		Span		INCORRECT
.		Other Other
Le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
they		Eng		CORRECT
leave		Eng		CORRECT
tomorrow		Eng		CORRECT
"		Other Other
you		Eng		CORRECT
know		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
day		Eng		CORRECT
after		Eng		CORRECT
tomorrow		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
have		Eng		CORRECT
to		Eng		CORRECT
have		Eng		CORRECT
the		Eng		CORRECT
check		Eng		CORRECT
before		Eng		CORRECT
then		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
uh		Eng		CORRECT
"		Other Other
OK		Span		INCORRECT
.		Other Other
I		Eng		CORRECT
will		Eng		CORRECT
tell		Eng		CORRECT
them		Eng		CORRECT
.		Other Other
OK		Span		INCORRECT
!		Other Other
And		Eng		CORRECT
I		Eng		CORRECT
thought		Eng		CORRECT
"		Other Other
since		Eng		CORRECT
I		Eng		CORRECT
am		Eng		CORRECT
waiting		Eng		CORRECT
.		Other Other
Mmm-hmm		Span		INCORRECT
.		Other Other
I		Eng		CORRECT
call		Eng		CORRECT
the		Eng		CORRECT
provost		Eng		CORRECT
office		Eng		CORRECT
"		Other Other
and		Eng		CORRECT
they		Eng		CORRECT
said		Eng		CORRECT
they		Eng		CORRECT
had		Eng		CORRECT
kept		Eng		CORRECT
a		Span		INCORRECT
copy		Eng		CORRECT
of		Eng		CORRECT
the		Eng		CORRECT
first		Eng		CORRECT
one		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
one		Eng		CORRECT
that		Eng		CORRECT
was		Eng		CORRECT
lost		Eng		CORRECT
.		Other Other
Mmm-hmm		Span		INCORRECT
.		Other Other
Digo		Span		CORRECT
"		Other Other
I		Eng		CORRECT
have		Eng		CORRECT
a		Span		INCORRECT
copy		Eng		CORRECT
and		Eng		CORRECT
<UNK>		Eng Other
le		Span		CORRECT
dije		Span		CORRECT
"		Other Other
send		Eng		CORRECT
it		Eng		CORRECT
to		Eng		CORRECT
me		Span		INCORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
they		Eng		CORRECT
faxed		Eng		CORRECT
it		Eng		CORRECT
to		Eng		CORRECT
me		Span		INCORRECT
.		Other Other
The		Eng		CORRECT
first		Eng		CORRECT
one		Eng		CORRECT
"		Other Other
the		Eng		CORRECT
one		Eng		CORRECT
that		Eng		CORRECT
was		Eng		CORRECT
lost		Eng		CORRECT
"		Other Other
with		Eng		CORRECT
signatures		Eng		CORRECT
"		Other Other
all		Eng		CORRECT
the		Eng		CORRECT
way		Eng		CORRECT
up		Eng		CORRECT
to		Eng		CORRECT
the		Eng		CORRECT
provost		Eng		CORRECT
office		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
asked		Eng		CORRECT
the		Eng		CORRECT
president		Eng		CORRECT
's		Eng Other
office		Eng		CORRECT
whether		Eng		CORRECT
they		Eng		CORRECT
would		Eng		CORRECT
accept		Eng		CORRECT
that		Eng		CORRECT
and		Eng		CORRECT
all		Eng		CORRECT
they		Eng		CORRECT
need		Eng		CORRECT
is		Eng		CORRECT
just		Eng		CORRECT
the		Eng		CORRECT
president		Eng		CORRECT
's		Eng Other
signature		Eng		CORRECT
and		Eng		CORRECT
we		Eng		CORRECT
are		Eng		CORRECT
done		Eng		CORRECT
.		Other Other
It		Eng		CORRECT
did		Eng		CORRECT
?		Other Other
Yeah		Eng		CORRECT
"		Other Other
they		Eng		CORRECT
did		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
while		Eng		CORRECT
we		Eng		CORRECT
are		Eng		CORRECT
over		Eng		CORRECT
here		Eng		CORRECT
waiting		Eng		CORRECT
to		Eng		CORRECT
see		Eng		CORRECT
where		Eng		CORRECT
the		Eng		CORRECT
other		Eng		CORRECT
one		Eng		CORRECT
went		Eng		CORRECT
.		Other Other
Well		Eng		CORRECT
"		Other Other
forget		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
I		Eng		CORRECT
went		Eng		CORRECT
and		Eng		CORRECT
had		Eng		CORRECT
and		Eng		CORRECT
got		Eng		CORRECT
the		Eng		CORRECT
copy		Eng		CORRECT
approved		Eng		CORRECT
.		Other Other
And		Eng		CORRECT
I		Eng		CORRECT
sent		Span		INCORRECT
it		Eng		CORRECT
in		Eng		CORRECT
to		Eng		CORRECT
Contracts		Eng		CORRECT
and		Eng		CORRECT
Rent		Eng		CORRECT
.		Other Other
Mmm-hmm		Span		INCORRECT
.		Other Other
And		Eng		CORRECT
they		Eng		CORRECT
approved		Eng		CORRECT
the		Eng		CORRECT
payment		Eng		CORRECT
"		Other Other
while		Eng		CORRECT
the		Eng		CORRECT
others		Eng		CORRECT
are		Eng		CORRECT
still		Eng		CORRECT
looking		Eng		CORRECT
.		Other Other
<UNK>		Span Other
va		Span		CORRECT
a		Span		CORRECT
haber		Span		CORRECT
"		Other Other
va		Span		CORRECT
causar		Span		CORRECT
confusión		Span		CORRECT
porque		Span		CORRECT
<UNK>		Span Other
mandan		NAMED ENTITY - <LOCATION>
al		Span		CORRECT
president		Eng		CORRECT
.		Other Other
They		Eng		CORRECT
will		Eng		CORRECT
approve		Eng		CORRECT
both		Eng		CORRECT
.		Other Other
That		Eng		CORRECT
is		Eng		CORRECT
OK		Span		INCORRECT
.		Other Other
Nothing		Eng		CORRECT
is		Eng		CORRECT
gonna		Eng		CORRECT
happen		Eng		CORRECT
with		Eng		CORRECT
the		Eng		CORRECT
other		Eng		CORRECT
one		Eng		CORRECT
.		Other Other
Then		Eng		CORRECT
they		Eng		CORRECT
called		Eng		CORRECT
me		Span		INCORRECT
"		Other Other
and		Eng		CORRECT
said		Eng		CORRECT
"		Other Other
would		Eng		CORRECT
you		Eng		CORRECT
like		Eng		CORRECT
us		Eng		CORRECT
to		Eng		CORRECT
send		Eng		CORRECT
the		Eng		CORRECT
original		Eng		CORRECT
campus		Eng		CORRECT
mail		Eng		CORRECT
?		Other Other
No		Span		INCORRECT
.		Other Other
No		Span		INCORRECT
.		Other Other
Dije		Span		CORRECT
"		Other Other
I		Eng		CORRECT
will		Eng		CORRECT
send		Eng		CORRECT
somebody		Eng		CORRECT
over		Eng		CORRECT
there		Eng		CORRECT
to		Eng		CORRECT
go		Eng		CORRECT
get		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
So		Eng		CORRECT
"		Other Other
I		Eng		CORRECT
sent		Span		INCORRECT
the		Eng		CORRECT
work		Eng		CORRECT
study		Eng		CORRECT
up		Eng		CORRECT
there		Eng		CORRECT
to		Eng		CORRECT
go		Eng		CORRECT
get		Eng		CORRECT
it		Eng		CORRECT
.		Other Other
Hmm		Span		INCORRECT
.		Other Other
What		Eng		CORRECT
I		Eng		CORRECT
do		Eng		CORRECT
not		Eng		CORRECT
understand		Eng		CORRECT
